5.000000000000000278e-02	0.000000000000000000e+00	2.736850000000000116e-01	6.010925999999999769e-01	3.169465800000000055e-02	4.341265599999999947e-01	7.744596999999999731e-01	7.649675599999999909e-01	2.302651699999999912e-01	6.233780500000000308e-02	1.939427300000000076e-01	1.557197300000000006e-01	2.861711000000000116e-01	1.940548099999999943e-01	0.000000000000000000e+00	4.135009600000000285e-02	1.225638199999999969e-02	2.181248799999999932e-01	1.533926100000000126e-01	4.095088199999999956e-01
1.000000000000000056e-01	0.000000000000000000e+00	3.295198400000000083e-01	6.138363000000000014e-01	3.772405000000000203e-02	4.373318999999999956e-01	6.666673400000000527e-01	9.527780000000000138e-01	1.890710600000000130e-01	1.154353899999999988e-01	1.647952000000000028e-01	1.277916000000000052e-01	4.759373700000000262e-01	2.063890399999999958e-01	0.000000000000000000e+00	1.447157099999999974e-01	1.038886099999999924e-02	1.963188200000000050e-01	1.403593900000000005e-01	4.942080999999999835e-01
1.499999999999999944e-01	0.000000000000000000e+00	3.192941200000000146e-01	7.074811500000000031e-01	4.136787699999999735e-02	5.783695599999999493e-01	5.413027999999999729e-01	9.173194999999999544e-01	1.493566500000000075e-01	1.218306100000000058e-01	1.696448500000000137e-01	1.009155199999999947e-01	4.908878799999999987e-01	1.854765600000000125e-01	0.000000000000000000e+00	2.244553699999999874e-01	8.361741000000000659e-03	1.632928800000000014e-01	1.177486600000000050e-01	4.657349000000000072e-01
2.000000000000000111e-01	0.000000000000000000e+00	3.096999200000000174e-01	1.171538399999999980e+00	2.364561699999999933e-01	5.614614500000000286e-01	5.553249999999999575e-01	7.890177400000000230e-01	1.151752250000000061e-01	1.091392560000000039e-01	2.925609000000000126e-01	7.780365000000000197e-02	4.355148699999999984e-01	1.541528899999999869e-01	0.000000000000000000e+00	2.633535599999999866e-01	6.524961000000000129e-03	1.299924399999999869e-01	9.420755499999999838e-02	4.785708499999999921e-01
2.500000000000000000e-01	0.000000000000000000e+00	4.565765299999999804e-01	1.277966900000000017e+00	3.196112500000000134e-01	4.848098800000000264e-01	7.372088999999999448e-01	6.403611000000000164e-01	8.742395999999999501e-02	9.055646500000000265e-02	3.042048199999999869e-01	5.934592000000000339e-02	5.709412000000000376e-01	2.676218699999999839e-01	1.590831600000000012e-01	2.457385699999999895e-01	4.991818999999999770e-03	1.641431299999999982e-01	7.323834999999999373e-02	4.239060299999999892e-01
2.999999999999999889e-01	0.000000000000000000e+00	4.789747300000000152e-01	1.200779599999999947e+00	3.123105800000000043e-01	3.943230200000000241e-01	8.068925999999999599e-01	5.438790300000000411e-01	6.565213000000000299e-02	7.198435999999999724e-02	2.865317199999999898e-01	4.471562999999999927e-02	5.527622700000000000e-01	2.786768700000000210e-01	2.015387999999999902e-01	2.148189100000000018e-01	9.321047999999999834e-02	2.154355000000000020e-01	5.589178599999999886e-02	3.496257400000000182e-01
3.499999999999999778e-01	0.000000000000000000e+00	4.288422800000000201e-01	1.071912600000000104e+00	2.822768999999999973e-01	3.727078999999999809e-01	8.171401999999999832e-01	5.704059599999999897e-01	4.893746599999999891e-02	5.573290999999999662e-02	3.203590199999999943e-01	3.340901000000000287e-02	4.766979800000000211e-01	2.482470900000000036e-01	1.930270199999999936e-01	1.759165500000000049e-01	1.161313949999999984e-01	2.826018599999999825e-01	4.212746800000000125e-02	5.196735999999999578e-01
4.000000000000000222e-01	4.185964500000000088e-02	5.114007999999999887e-01	9.771390599999999482e-01	2.353075400000000095e-01	4.682377999999999818e-01	8.688199500000000075e-01	5.096481999999999957e-01	3.628800399999999871e-02	4.241726999999999997e-02	2.936481000000000230e-01	2.481421300000000163e-02	4.614374600000000215e-01	2.053671199999999863e-01	1.656177799999999922e-01	1.887513399999999897e-01	1.106224499999999972e-01	2.736560399999999893e-01	3.148278599999999872e-02	5.971522000000000219e-01
4.500000000000000111e-01	5.603698299999999854e-02	4.799450000000000105e-01	8.794802400000000242e-01	1.912986999999999882e-01	4.472451800000000199e-01	7.806912999999999769e-01	4.360357200000000155e-01	2.746625600000000139e-02	3.191214400000000340e-02	2.465615999999999919e-01	1.835339999999999888e-02	5.257870000000000044e-01	2.141651400000000038e-01	1.584228599999999987e-01	1.702348599999999879e-01	9.466734000000000260e-02	3.127924000000000260e-01	7.150948999999999500e-02	5.530112400000000150e-01
5.000000000000000000e-01	5.459949399999999842e-02	4.077638000000000096e-01	8.182274699999999568e-01	2.439456700000000033e-01	3.832401300000000122e-01	6.488051999999999708e-01	4.572076999999999947e-01	2.919047899999999834e-02	2.381792099999999884e-02	1.973690200000000061e-01	1.353411900000000070e-02	5.327509599999999956e-01	3.215411300000000083e-01	1.590421599999999880e-01	2.137636499999999995e-01	7.661149999999999904e-02	2.891042500000000071e-01	7.826489000000000362e-02	4.667491300000000121e-01
5.500000000000000444e-01	4.722644799999999726e-02	3.286374499999999976e-01	7.699194599999999999e-01	2.359022000000000063e-01	3.111096999999999890e-01	5.732401599999999986e-01	4.243932000000000260e-01	7.756980500000000556e-02	1.767740199999999831e-02	2.349688900000000136e-01	9.958770999999999943e-03	4.934446000000000110e-01	3.234848399999999957e-01	1.394476099999999996e-01	2.041473400000000105e-01	5.998508300000000154e-02	2.437682899999999986e-01	7.114848000000000006e-02	3.747514499999999860e-01
5.999999999999999778e-01	3.844862999999999753e-02	3.174246000000000012e-01	6.549707999999999641e-01	3.462841799999999970e-01	2.876937700000000153e-01	7.681955999999999785e-01	3.586088700000000240e-01	1.654116999999999948e-01	6.104894699999999924e-02	2.203858800000000062e-01	7.316500000000000087e-03	5.131144499999999997e-01	2.893854000000000148e-01	1.143811639999999935e-01	1.749185299999999887e-01	4.599224400000000157e-02	1.956095999999999946e-01	5.948740200000000172e-02	2.919823799999999858e-01
